"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/step_reward","ppo_morabito_ns3_20ue_20260508_160337 - external/step_reward__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/step_reward__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/step_reward","a2c_morabito_ns3_20ue_20260508_160335 - external/step_reward__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/step_reward__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/step_reward","dqn_morabito_ns3_20ue_20260508_160334 - external/step_reward__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/step_reward__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/step_reward","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/step_reward__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/step_reward__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/step_reward","2026-05-08_13-32 - external/step_reward__MIN","2026-05-08_13-32 - external/step_reward__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/step_reward","a2c_morabito_ns3_20ue_20260507_232704 - external/step_reward__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/step_reward__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/step_reward","ppo_morabito_ns3_20ue_20260507_232608 - external/step_reward__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/step_reward__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/step_reward","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/step_reward__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/step_reward__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/step_reward","dqn_morabito_ns3_20ue_20260507_232604 - external/step_reward__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/step_reward__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"2307","2.7639999999999993","2.7639999999999993","2.7639999999999993","2307","2307","2307","-10.713000000000001","-10.713000000000001","-10.713000000000001","2307","2307","2307","4.902999999999999","4.902999999999999","4.902999999999999","2307","2307","2307","2.567999999999998","2.567999999999998","2.567999999999998","2307","2307","2307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2308","1.3939999999999984","1.3939999999999984","1.3939999999999984","2308","2308","2308","5.018000000000001","5.018000000000001","5.018000000000001","2308","2308","2308","5.5319999999999965","5.5319999999999965","5.5319999999999965","2308","2308","2308","15.762","15.762","15.762","2308","2308","2308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2309","-2.692","-2.692","-2.692","2309","2309","2309","-6.870000000000001","-6.870000000000001","-6.870000000000001","2309","2309","2309","4.777000000000001","4.777000000000001","4.777000000000001","2309","2309","2309","3.0390000000000015","3.0390000000000015","3.0390000000000015","2309","2309","2309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2310","11.070999999999998","11.070999999999998","11.070999999999998","2310","2310","2310","9.761000000000003","9.761000000000003","9.761000000000003","2310","2310","2310","5.363999999999997","5.363999999999997","5.363999999999997","2310","2310","2310","15.259999999999998","15.259999999999998","15.259999999999998","2310","2310","2310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2311","-8.273","-8.273","-8.273","2311","2311","2311","9.758","9.758","9.758","2311","2311","2311","4.442","4.442","4.442","2311","2311","2311","2.735999999999997","2.735999999999997","2.735999999999997","2311","2311","2311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2312","-9.405000000000001","-9.405000000000001","-9.405000000000001","2312","2312","2312","13.283000000000001","13.283000000000001","13.283000000000001","2312","2312","2312","5.7109999999999985","5.7109999999999985","5.7109999999999985","2312","2312","2312","15.070999999999998","15.070999999999998","15.070999999999998","2312","2312","2312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2313","-9.625","-9.625","-9.625","2313","2313","2313","14.771","14.771","14.771","2313","2313","2313","3.9919999999999973","3.9919999999999973","3.9919999999999973","2313","2313","2313","2.201999999999998","2.201999999999998","2.201999999999998","2313","2313","2313","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2314","8.284999999999997","8.284999999999997","8.284999999999997","2314","2314","2314","8.61","8.61","8.61","2314","2314","2314","4.588999999999999","4.588999999999999","4.588999999999999","2314","2314","2314","14.872","14.872","14.872","2314","2314","2314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2315","7.667000000000002","7.667000000000002","7.667000000000002","2315","2315","2315","9.259999999999998","9.259999999999998","9.259999999999998","2315","2315","2315","4.956000000000003","4.956000000000003","4.956000000000003","2315","2315","2315","2.527000000000001","2.527000000000001","2.527000000000001","2315","2315","2315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2316","10.801000000000002","10.801000000000002","10.801000000000002","2316","2316","2316","2.9769999999999968","2.9769999999999968","2.9769999999999968","2316","2316","2316","9.113","9.113","9.113","2316","2316","2316","15.122999999999998","15.122999999999998","15.122999999999998","2316","2316","2316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2317","-4.995999999999999","-4.995999999999999","-4.995999999999999","2317","2317","2317","11.206000000000003","11.206000000000003","11.206000000000003","2317","2317","2317","9.039000000000001","9.039000000000001","9.039000000000001","2317","2317","2317","2.9029999999999987","2.9029999999999987","2.9029999999999987","2317","2317","2317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2318","7.625999999999998","7.625999999999998","7.625999999999998","2318","2318","2318","6.4339999999999975","6.4339999999999975","6.4339999999999975","2318","2318","2318","8.789000000000001","8.789000000000001","8.789000000000001","2318","2318","2318","15.689999999999998","15.689999999999998","15.689999999999998","2318","2318","2318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2319","6.841000000000001","6.841000000000001","6.841000000000001","2319","2319","2319","7.145000000000003","7.145000000000003","7.145000000000003","2319","2319","2319","9.793999999999997","9.793999999999997","9.793999999999997","2319","2319","2319","2.8830000000000027","2.8830000000000027","2.8830000000000027","2319","2319","2319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2320","9.521999999999998","9.521999999999998","9.521999999999998","2320","2320","2320","7.079999999999998","7.079999999999998","7.079999999999998","2320","2320","2320","9.197000000000003","9.197000000000003","9.197000000000003","2320","2320","2320","14.787999999999997","14.787999999999997","14.787999999999997","2320","2320","2320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2321","-6.838999999999999","-6.838999999999999","-6.838999999999999","2321","2321","2321","0.3470000000000013","0.3470000000000013","0.3470000000000013","2321","2321","2321","8.401000000000003","8.401000000000003","8.401000000000003","2321","2321","2321","3.700000000000003","3.700000000000003","3.700000000000003","2321","2321","2321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2322","11.719999999999999","11.719999999999999","11.719999999999999","2322","2322","2322","-11.164000000000001","-11.164000000000001","-11.164000000000001","2322","2322","2322","8.997999999999998","8.997999999999998","8.997999999999998","2322","2322","2322","14.662999999999997","14.662999999999997","14.662999999999997","2322","2322","2322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2323","9.490000000000002","9.490000000000002","9.490000000000002","2323","2323","2323","4.114000000000001","4.114000000000001","4.114000000000001","2323","2323","2323","8.746000000000002","8.746000000000002","8.746000000000002","2323","2323","2323","2.347999999999999","2.347999999999999","2.347999999999999","2323","2323","2323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2324","6.806000000000001","6.806000000000001","6.806000000000001","2324","2324","2324","9.222000000000001","9.222000000000001","9.222000000000001","2324","2324","2324","3.1970000000000027","3.1970000000000027","3.1970000000000027","2324","2324","2324","15.469999999999999","15.469999999999999","15.469999999999999","2324","2324","2324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2325","8.865000000000002","8.865000000000002","8.865000000000002","2325","2325","2325","0.8609999999999971","0.8609999999999971","0.8609999999999971","2325","2325","2325","2.0549999999999997","2.0549999999999997","2.0549999999999997","2325","2325","2325","2.5790000000000006","2.5790000000000006","2.5790000000000006","2325","2325","2325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2326","8.319000000000003","8.319000000000003","8.319000000000003","2326","2326","2326","10.777999999999999","10.777999999999999","10.777999999999999","2326","2326","2326","3.878999999999998","3.878999999999998","3.878999999999998","2326","2326","2326","15.479999999999997","15.479999999999997","15.479999999999997","2326","2326","2326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2327","-6.776","-6.776","-6.776","2327","2327","2327","-1.9370000000000012","-1.9370000000000012","-1.9370000000000012","2327","2327","2327","3.6060000000000016","3.6060000000000016","3.6060000000000016","2327","2327","2327","2.6000000000000014","2.6000000000000014","2.6000000000000014","2327","2327","2327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2328","-3.4669999999999987","-3.4669999999999987","-3.4669999999999987","2328","2328","2328","6.442","6.442","6.442","2328","2328","2328","1.7090000000000032","1.7090000000000032","1.7090000000000032","2328","2328","2328","14.548000000000002","14.548000000000002","14.548000000000002","2328","2328","2328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2329","14.883000000000003","14.883000000000003","14.883000000000003","2329","2329","2329","10.976999999999997","10.976999999999997","10.976999999999997","2329","2329","2329","3.5959999999999965","3.5959999999999965","3.5959999999999965","2329","2329","2329","5.322000000000003","5.322000000000003","5.322000000000003","2329","2329","2329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2330","5.164999999999999","5.164999999999999","5.164999999999999","2330","2330","2330","6.987000000000002","6.987000000000002","6.987000000000002","2330","2330","2330","6.715000000000003","6.715000000000003","6.715000000000003","2330","2330","2330","15.197000000000003","15.197000000000003","15.197000000000003","2330","2330","2330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2331","13.165999999999997","13.165999999999997","13.165999999999997","2331","2331","2331","-2.5770000000000017","-2.5770000000000017","-2.5770000000000017","2331","2331","2331","7.700000000000003","7.700000000000003","7.700000000000003","2331","2331","2331","5.070999999999998","5.070999999999998","5.070999999999998","2331","2331","2331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2332","-4.722999999999999","-4.722999999999999","-4.722999999999999","2332","2332","2332","9.070999999999998","9.070999999999998","9.070999999999998","2332","2332","2332","6.902999999999999","6.902999999999999","6.902999999999999","2332","2332","2332","11.917000000000002","11.917000000000002","11.917000000000002","2332","2332","2332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2333","9.165","9.165","9.165","2333","2333","2333","6.734999999999999","6.734999999999999","6.734999999999999","2333","2333","2333","7.405999999999999","7.405999999999999","7.405999999999999","2333","2333","2333","8.058","8.058","8.058","2333","2333","2333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2334","-2.3810000000000002","-2.3810000000000002","-2.3810000000000002","2334","2334","2334","6.064","6.064","6.064","2334","2334","2334","6.7989999999999995","6.7989999999999995","6.7989999999999995","2334","2334","2334","15.176000000000002","15.176000000000002","15.176000000000002","2334","2334","2334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2335","-6.975000000000001","-6.975000000000001","-6.975000000000001","2335","2335","2335","13.953000000000003","13.953000000000003","13.953000000000003","2335","2335","2335","6.987000000000002","6.987000000000002","6.987000000000002","2335","2335","2335","5.082000000000001","5.082000000000001","5.082000000000001","2335","2335","2335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2336","9.338999999999999","9.338999999999999","9.338999999999999","2336","2336","2336","-10.460999999999999","-10.460999999999999","-10.460999999999999","2336","2336","2336","6.976999999999997","6.976999999999997","6.976999999999997","2336","2336","2336","14.976999999999997","14.976999999999997","14.976999999999997","2336","2336","2336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2337","8.350000000000001","8.350000000000001","8.350000000000001","2337","2337","2337","8.305999999999997","8.305999999999997","8.305999999999997","2337","2337","2337","6.432000000000002","6.432000000000002","6.432000000000002","2337","2337","2337","4.118000000000002","4.118000000000002","4.118000000000002","2337","2337","2337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2338","-4.082000000000001","-4.082000000000001","-4.082000000000001","2338","2338","2338","4.200000000000003","4.200000000000003","4.200000000000003","2338","2338","2338","6.0020000000000024","6.0020000000000024","6.0020000000000024","2338","2338","2338","14.421999999999997","14.421999999999997","14.421999999999997","2338","2338","2338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2339","7.091999999999999","7.091999999999999","7.091999999999999","2339","2339","2339","14.956000000000003","14.956000000000003","14.956000000000003","2339","2339","2339","7.667999999999999","7.667999999999999","7.667999999999999","2339","2339","2339","5.500999999999998","5.500999999999998","5.500999999999998","2339","2339","2339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2340","5.0589999999999975","5.0589999999999975","5.0589999999999975","2340","2340","2340","14.915999999999997","14.915999999999997","14.915999999999997","2340","2340","2340","4.756999999999998","4.756999999999998","4.756999999999998","2340","2340","2340","14.494","14.494","14.494","2340","2340","2340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2341","12.759","12.759","12.759","2341","2341","2341","9.627000000000002","9.627000000000002","9.627000000000002","2341","2341","2341","6.987000000000002","6.987000000000002","6.987000000000002","2341","2341","2341","5.280999999999999","5.280999999999999","5.280999999999999","2341","2341","2341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2342","-6.681000000000001","-6.681000000000001","-6.681000000000001","2342","2342","2342","6.673000000000002","6.673000000000002","6.673000000000002","2342","2342","2342","7.384999999999998","7.384999999999998","7.384999999999998","2342","2342","2342","12.735","12.735","12.735","2342","2342","2342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2343","6.787999999999997","6.787999999999997","6.787999999999997","2343","2343","2343","13.292000000000002","13.292000000000002","13.292000000000002","2343","2343","2343","6.725000000000001","6.725000000000001","6.725000000000001","2343","2343","2343","7.042000000000002","7.042000000000002","7.042000000000002","2343","2343","2343","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2344","-8.587","-8.587","-8.587","2344","2344","2344","9.253999999999998","9.253999999999998","9.253999999999998","2344","2344","2344","1.8099999999999987","1.8099999999999987","1.8099999999999987","2344","2344","2344","15.249000000000002","15.249000000000002","15.249000000000002","2344","2344","2344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2345","11.637999999999998","11.637999999999998","11.637999999999998","2345","2345","2345","14.109000000000002","14.109000000000002","14.109000000000002","2345","2345","2345","0.24899999999999878","0.24899999999999878","0.24899999999999878","2345","2345","2345","4.305999999999997","4.305999999999997","4.305999999999997","2345","2345","2345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2346","-9.006","-9.006","-9.006","2346","2346","2346","-3.4869999999999983","-3.4869999999999983","-3.4869999999999983","2346","2346","2346","-3.408999999999999","-3.408999999999999","-3.408999999999999","2346","2346","2346","14.567999999999998","14.567999999999998","14.567999999999998","2346","2346","2346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2347","10.963000000000001","10.963000000000001","10.963000000000001","2347","2347","2347","-5.4780000000000015","-5.4780000000000015","-5.4780000000000015","2347","2347","2347","-3.0740000000000016","-3.0740000000000016","-3.0740000000000016","2347","2347","2347","6.402000000000001","6.402000000000001","6.402000000000001","2347","2347","2347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2348","10.262999999999998","10.262999999999998","10.262999999999998","2348","2348","2348","-10.818000000000001","-10.818000000000001","-10.818000000000001","2348","2348","2348","-3.6709999999999994","-3.6709999999999994","-3.6709999999999994","2348","2348","2348","15.259999999999998","15.259999999999998","15.259999999999998","2348","2348","2348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2349","11.982999999999997","11.982999999999997","11.982999999999997","2349","2349","2349","12","12","12","2349","2349","2349","46.864000000000004","46.864000000000004","46.864000000000004","2349","2349","2349","4.579000000000001","4.579000000000001","4.579000000000001","2349","2349","2349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2350","12.268999999999998","12.268999999999998","12.268999999999998","2350","2350","2350","12.600999999999999","12.600999999999999","12.600999999999999","2350","2350","2350","10.079","10.079","10.079","2350","2350","2350","14.82","14.82","14.82","2350","2350","2350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2351","-5.0169999999999995","-5.0169999999999995","-5.0169999999999995","2351","2351","2351","-8.032","-8.032","-8.032","2351","2351","2351","7.280999999999999","7.280999999999999","7.280999999999999","2351","2351","2351","5.311999999999998","5.311999999999998","5.311999999999998","2351","2351","2351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2352","10.283000000000001","10.283000000000001","10.283000000000001","2352","2352","2352","-6.975000000000001","-6.975000000000001","-6.975000000000001","2352","2352","2352","6.673000000000002","6.673000000000002","6.673000000000002","2352","2352","2352","14.829999999999998","14.829999999999998","14.829999999999998","2352","2352","2352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2353","16.046999999999997","16.046999999999997","16.046999999999997","2353","2353","2353","5.375","5.375","5.375","2353","2353","2353","7.134","7.134","7.134","2353","2353","2353","5.5319999999999965","5.5319999999999965","5.5319999999999965","2353","2353","2353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2354","10.881","10.881","10.881","2354","2354","2354","10.640999999999998","10.640999999999998","10.640999999999998","2354","2354","2354","7.7520000000000024","7.7520000000000024","7.7520000000000024","2354","2354","2354","13.948999999999998","13.948999999999998","13.948999999999998","2354","2354","2354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2355","10.956000000000003","10.956000000000003","10.956000000000003","2355","2355","2355","-1.068999999999999","-1.068999999999999","-1.068999999999999","2355","2355","2355","4.567999999999998","4.567999999999998","4.567999999999998","2355","2355","2355","5.814999999999998","5.814999999999998","5.814999999999998","2355","2355","2355","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2356","-0.8260000000000005","-0.8260000000000005","-0.8260000000000005","2356","2356","2356","14.798000000000002","14.798000000000002","14.798000000000002","2356","2356","2356","6.829999999999998","6.829999999999998","6.829999999999998","2356","2356","2356","14.201999999999998","14.201999999999998","14.201999999999998","2356","2356","2356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2357","8.671","8.671","8.671","2357","2357","2357","13.606000000000002","13.606000000000002","13.606000000000002","2357","2357","2357","7.741999999999997","7.741999999999997","7.741999999999997","2357","2357","2357","6.423000000000002","6.423000000000002","6.423000000000002","2357","2357","2357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2358","11.250999999999998","11.250999999999998","11.250999999999998","2358","2358","2358","4.449999999999999","4.449999999999999","4.449999999999999","2358","2358","2358","5.174999999999997","5.174999999999997","5.174999999999997","2358","2358","2358","13.887","13.887","13.887","2358","2358","2358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2359","8.621000000000002","8.621000000000002","8.621000000000002","2359","2359","2359","6.771000000000001","6.771000000000001","6.771000000000001","2359","2359","2359","-5.5710000000000015","-5.5710000000000015","-5.5710000000000015","2359","2359","2359","5.323","5.323","5.323","2359","2359","2359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2360","3.1030000000000015","3.1030000000000015","3.1030000000000015","2360","2360","2360","9.459000000000003","9.459000000000003","9.459000000000003","2360","2360","2360","-7.1739999999999995","-7.1739999999999995","-7.1739999999999995","2360","2360","2360","15.061","15.061","15.061","2360","2360","2360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2361","4.881","4.881","4.881","2361","2361","2361","-2.933","-2.933","-2.933","2361","2361","2361","-7.038","-7.038","-7.038","2361","2361","2361","5.124000000000002","5.124000000000002","5.124000000000002","2361","2361","2361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2362","-8.828","-8.828","-8.828","2362","2362","2362","-2.9220000000000006","-2.9220000000000006","-2.9220000000000006","2362","2362","2362","10.201999999999998","10.201999999999998","10.201999999999998","2362","2362","2362","10.976999999999997","10.976999999999997","10.976999999999997","2362","2362","2362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2363","9.372999999999998","9.372999999999998","9.372999999999998","2363","2363","2363","7.237000000000002","7.237000000000002","7.237000000000002","2363","2363","2363","-7.152999999999999","-7.152999999999999","-7.152999999999999","2363","2363","2363","4.484000000000002","4.484000000000002","4.484000000000002","2363","2363","2363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2364","18.107999999999997","18.107999999999997","18.107999999999997","2364","2364","2364","5.780000000000001","5.780000000000001","5.780000000000001","2364","2364","2364","-6.963999999999999","-6.963999999999999","-6.963999999999999","2364","2364","2364","15.229","15.229","15.229","2364","2364","2364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2365","8.557000000000002","8.557000000000002","8.557000000000002","2365","2365","2365","13.200000000000003","13.200000000000003","13.200000000000003","2365","2365","2365","-7.4780000000000015","-7.4780000000000015","-7.4780000000000015","2365","2365","2365","4.526000000000003","4.526000000000003","4.526000000000003","2365","2365","2365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2366","-8.870000000000001","-8.870000000000001","-8.870000000000001","2366","2366","2366","-9.027000000000001","-9.027000000000001","-9.027000000000001","2366","2366","2366","-7.027000000000001","-7.027000000000001","-7.027000000000001","2366","2366","2366","10.987000000000002","10.987000000000002","10.987000000000002","2366","2366","2366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2367","7.540999999999997","7.540999999999997","7.540999999999997","2367","2367","2367","5.1030000000000015","5.1030000000000015","5.1030000000000015","2367","2367","2367","-6.984999999999999","-6.984999999999999","-6.984999999999999","2367","2367","2367","5.271000000000001","5.271000000000001","5.271000000000001","2367","2367","2367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2368","-3.1469999999999985","-3.1469999999999985","-3.1469999999999985","2368","2368","2368","8.756999999999998","8.756999999999998","8.756999999999998","2368","2368","2368","-6.849","-6.849","-6.849","2368","2368","2368","11.396","11.396","11.396","2368","2368","2368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2369","0.42299999999999827","0.42299999999999827","0.42299999999999827","2369","2369","2369","9.302","9.302","9.302","2369","2369","2369","-7.204999999999998","-7.204999999999998","-7.204999999999998","2369","2369","2369","4.893000000000001","4.893000000000001","4.893000000000001","2369","2369","2369","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2370","7.100999999999999","7.100999999999999","7.100999999999999","2370","2370","2370","-8.995999999999999","-8.995999999999999","-8.995999999999999","2370","2370","2370","-7.027000000000001","-7.027000000000001","-7.027000000000001","2370","2370","2370","10.924999999999997","10.924999999999997","10.924999999999997","2370","2370","2370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2371","4.364000000000001","4.364000000000001","4.364000000000001","2371","2371","2371","-6.995999999999999","-6.995999999999999","-6.995999999999999","2371","2371","2371","-7.122","-7.122","-7.122","2371","2371","2371","4.0959999999999965","4.0959999999999965","4.0959999999999965","2371","2371","2371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2372","6.963999999999999","6.963999999999999","6.963999999999999","2372","2372","2372","7.581000000000003","7.581000000000003","7.581000000000003","2372","2372","2372","-7.204999999999998","-7.204999999999998","-7.204999999999998","2372","2372","2372","11.25","11.25","11.25","2372","2372","2372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2373","4.034999999999997","4.034999999999997","4.034999999999997","2373","2373","2373","13.094000000000001","13.094000000000001","13.094000000000001","2373","2373","2373","-7.300000000000001","-7.300000000000001","-7.300000000000001","2373","2373","2373","4.347999999999999","4.347999999999999","4.347999999999999","2373","2373","2373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2374","13.106000000000002","13.106000000000002","13.106000000000002","2374","2374","2374","13.533000000000001","13.533000000000001","13.533000000000001","2374","2374","2374","-6.963999999999999","-6.963999999999999","-6.963999999999999","2374","2374","2374","10.799","10.799","10.799","2374","2374","2374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2375","36.146","36.146","36.146","2375","2375","2375","15.344000000000001","15.344000000000001","15.344000000000001","2375","2375","2375","-7.006","-7.006","-7.006","2375","2375","2375","4.347999999999999","4.347999999999999","4.347999999999999","2375","2375","2375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2376","0.8609999999999971","0.8609999999999971","0.8609999999999971","2376","2376","2376","10.838000000000001","10.838000000000001","10.838000000000001","2376","2376","2376","-6.649999999999999","-6.649999999999999","-6.649999999999999","2376","2376","2376","11.814999999999998","11.814999999999998","11.814999999999998","2376","2376","2376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2377","4.347999999999999","4.347999999999999","4.347999999999999","2377","2377","2377","-0.2920000000000016","-0.2920000000000016","-0.2920000000000016","2377","2377","2377","-6.754999999999999","-6.754999999999999","-6.754999999999999","2377","2377","2377","4.9140000000000015","4.9140000000000015","4.9140000000000015","2377","2377","2377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2378","10.366999999999997","10.366999999999997","10.366999999999997","2378","2378","2378","-4.984999999999999","-4.984999999999999","-4.984999999999999","2378","2378","2378","4.815999999999999","4.815999999999999","4.815999999999999","2378","2378","2378","5.989000000000001","5.989000000000001","5.989000000000001","2378","2378","2378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2379","13.753","13.753","13.753","2379","2379","2379","6.009","6.009","6.009","2379","2379","2379","-5.245999999999999","-5.245999999999999","-5.245999999999999","2379","2379","2379","-5.210000000000001","-5.210000000000001","-5.210000000000001","2379","2379","2379","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2380","12.558999999999997","12.558999999999997","12.558999999999997","2380","2380","2380","12.741","12.741","12.741","2380","2380","2380","-6.629000000000001","-6.629000000000001","-6.629000000000001","2380","2380","2380","1.0309999999999988","1.0309999999999988","1.0309999999999988","2380","2380","2380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2381","9.573999999999998","9.573999999999998","9.573999999999998","2381","2381","2381","4.692999999999998","4.692999999999998","4.692999999999998","2381","2381","2381","10.137999999999998","10.137999999999998","10.137999999999998","2381","2381","2381","-5.513999999999999","-5.513999999999999","-5.513999999999999","2381","2381","2381","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
