"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/aggregate_throughput_mbps","ppo_morabito_ns3_20ue_20260508_160337 - external/aggregate_throughput_mbps__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/aggregate_throughput_mbps__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/aggregate_throughput_mbps","a2c_morabito_ns3_20ue_20260508_160335 - external/aggregate_throughput_mbps__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/aggregate_throughput_mbps__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/aggregate_throughput_mbps","dqn_morabito_ns3_20ue_20260508_160334 - external/aggregate_throughput_mbps__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/aggregate_throughput_mbps__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/aggregate_throughput_mbps","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/aggregate_throughput_mbps__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/aggregate_throughput_mbps__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/aggregate_throughput_mbps","2026-05-08_13-32 - external/aggregate_throughput_mbps__MIN","2026-05-08_13-32 - external/aggregate_throughput_mbps__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/aggregate_throughput_mbps","a2c_morabito_ns3_20ue_20260507_232704 - external/aggregate_throughput_mbps__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/aggregate_throughput_mbps__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/aggregate_throughput_mbps","ppo_morabito_ns3_20ue_20260507_232608 - external/aggregate_throughput_mbps__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/aggregate_throughput_mbps__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/aggregate_throughput_mbps","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/aggregate_throughput_mbps__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/aggregate_throughput_mbps__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/aggregate_throughput_mbps","dqn_morabito_ns3_20ue_20260507_232604 - external/aggregate_throughput_mbps__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/aggregate_throughput_mbps__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"2298","34.101","34.101","34.101","2298","2298","2298","33.241","33.241","33.241","2298","2298","2298","37.664","37.664","37.664","2298","2298","2298","36.292","36.292","36.292","2298","2298","2298","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2299","36.595","36.595","36.595","2299","2299","2299","33.839","33.839","33.839","2299","2299","2299","36.27","36.27","36.27","2299","2299","2299","18.245","18.245","18.245","2299","2299","2299","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2300","37.937","37.937","37.937","2300","2300","2300","42.066","42.066","42.066","2300","2300","2300","35.987","35.987","35.987","2300","2300","2300","31.481","31.481","31.481","2300","2300","2300","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2301","34.279","34.279","34.279","2301","2301","2301","34.268","34.268","34.268","2301","2301","2301","34.835","34.835","34.835","2301","2301","2301","36.575","36.575","36.575","2301","2301","2301","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2302","38.377","38.377","38.377","2302","2302","2302","37.539","37.539","37.539","2302","2302","2302","37.664","37.664","37.664","2302","2302","2302","39.666","39.666","39.666","2302","2302","2302","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2303","31.659","31.659","31.659","2303","2303","2303","36.784","36.784","36.784","2303","2303","2303","36.302","36.302","36.302","2303","2303","2303","36.459","36.459","36.459","2303","2303","2303","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2304","40.473","40.473","40.473","2304","2304","2304","35.904","35.904","35.904","2304","2304","2304","36.029","36.029","36.029","2304","2304","2304","34.195","34.195","34.195","2304","2304","2304","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2305","18.067","18.067","18.067","2305","2305","2305","18.161","18.161","18.161","2305","2305","2305","35.767","35.767","35.767","2305","2305","2305","38.387","38.387","38.387","2305","2305","2305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2306","35.474","35.474","35.474","2306","2306","2306","18.078","18.078","18.078","2306","2306","2306","35.401","35.401","35.401","2306","2306","2306","35.38","35.38","35.38","2306","2306","2306","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2307","31.764","31.764","31.764","2307","2307","2307","18.287","18.287","18.287","2307","2307","2307","35.903","35.903","35.903","2307","2307","2307","35.568","35.568","35.568","2307","2307","2307","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2308","20.394","20.394","20.394","2308","2308","2308","36.018","36.018","36.018","2308","2308","2308","36.532","36.532","36.532","2308","2308","2308","36.762","36.762","36.762","2308","2308","2308","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2309","18.308","18.308","18.308","2309","2309","2309","18.13","18.13","18.13","2309","2309","2309","35.777","35.777","35.777","2309","2309","2309","36.039","36.039","36.039","2309","2309","2309","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2310","36.071","36.071","36.071","2310","2310","2310","34.761","34.761","34.761","2310","2310","2310","36.364","36.364","36.364","2310","2310","2310","36.26","36.26","36.26","2310","2310","2310","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2311","18.727","18.727","18.727","2311","2311","2311","30.758","30.758","30.758","2311","2311","2311","35.442","35.442","35.442","2311","2311","2311","35.736","35.736","35.736","2311","2311","2311","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2312","17.595","17.595","17.595","2312","2312","2312","38.283","38.283","38.283","2312","2312","2312","36.711","36.711","36.711","2312","2312","2312","36.071","36.071","36.071","2312","2312","2312","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2313","17.375","17.375","17.375","2313","2313","2313","39.771","39.771","39.771","2313","2313","2313","34.992","34.992","34.992","2313","2313","2313","35.202","35.202","35.202","2313","2313","2313","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2314","35.285","35.285","35.285","2314","2314","2314","35.61","35.61","35.61","2314","2314","2314","35.589","35.589","35.589","2314","2314","2314","35.872","35.872","35.872","2314","2314","2314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2315","34.667","34.667","34.667","2315","2315","2315","36.26","36.26","36.26","2315","2315","2315","35.956","35.956","35.956","2315","2315","2315","35.527","35.527","35.527","2315","2315","2315","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2316","37.801","37.801","37.801","2316","2316","2316","35.977","35.977","35.977","2316","2316","2316","36.113","36.113","36.113","2316","2316","2316","36.123","36.123","36.123","2316","2316","2316","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2317","18.004","18.004","18.004","2317","2317","2317","34.206","34.206","34.206","2317","2317","2317","36.039","36.039","36.039","2317","2317","2317","35.903","35.903","35.903","2317","2317","2317","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2318","36.626","36.626","36.626","2318","2318","2318","37.434","37.434","37.434","2318","2318","2318","35.789","35.789","35.789","2318","2318","2318","36.69","36.69","36.69","2318","2318","2318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2319","35.841","35.841","35.841","2319","2319","2319","36.145","36.145","36.145","2319","2319","2319","36.794","36.794","36.794","2319","2319","2319","35.883","35.883","35.883","2319","2319","2319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2320","36.522","36.522","36.522","2320","2320","2320","34.08","34.08","34.08","2320","2320","2320","36.197","36.197","36.197","2320","2320","2320","35.788","35.788","35.788","2320","2320","2320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2321","18.161","18.161","18.161","2321","2321","2321","21.347","21.347","21.347","2321","2321","2321","35.401","35.401","35.401","2321","2321","2321","36.7","36.7","36.7","2321","2321","2321","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2322","34.72","34.72","34.72","2322","2322","2322","17.836","17.836","17.836","2322","2322","2322","35.998","35.998","35.998","2322","2322","2322","35.663","35.663","35.663","2322","2322","2322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2323","36.49","36.49","36.49","2323","2323","2323","31.114","31.114","31.114","2323","2323","2323","35.746","35.746","35.746","2323","2323","2323","35.348","35.348","35.348","2323","2323","2323","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2324","31.806","31.806","31.806","2324","2324","2324","40.222","40.222","40.222","2324","2324","2324","36.197","36.197","36.197","2324","2324","2324","36.47","36.47","36.47","2324","2324","2324","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2325","39.865","39.865","39.865","2325","2325","2325","35.861","35.861","35.861","2325","2325","2325","35.055","35.055","35.055","2325","2325","2325","35.579","35.579","35.579","2325","2325","2325","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2326","37.319","37.319","37.319","2326","2326","2326","35.778","35.778","35.778","2326","2326","2326","36.879","36.879","36.879","2326","2326","2326","36.48","36.48","36.48","2326","2326","2326","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2327","18.224","18.224","18.224","2327","2327","2327","19.063","19.063","19.063","2327","2327","2327","36.606","36.606","36.606","2327","2327","2327","35.6","35.6","35.6","2327","2327","2327","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2328","17.533","17.533","17.533","2328","2328","2328","35.442","35.442","35.442","2328","2328","2328","34.709","34.709","34.709","2328","2328","2328","35.548","35.548","35.548","2328","2328","2328","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2329","35.883","35.883","35.883","2329","2329","2329","35.977","35.977","35.977","2329","2329","2329","36.596","36.596","36.596","2329","2329","2329","36.322","36.322","36.322","2329","2329","2329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2330","36.165","36.165","36.165","2330","2330","2330","35.987","35.987","35.987","2330","2330","2330","35.715","35.715","35.715","2330","2330","2330","36.197","36.197","36.197","2330","2330","2330","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2331","36.166","36.166","36.166","2331","2331","2331","18.423","18.423","18.423","2331","2331","2331","36.7","36.7","36.7","2331","2331","2331","36.071","36.071","36.071","2331","2331","2331","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2332","18.277","18.277","18.277","2332","2332","2332","36.071","36.071","36.071","2332","2332","2332","35.903","35.903","35.903","2332","2332","2332","32.917","32.917","32.917","2332","2332","2332","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2333","36.165","36.165","36.165","2333","2333","2333","35.735","35.735","35.735","2333","2333","2333","36.406","36.406","36.406","2333","2333","2333","39.058","39.058","39.058","2333","2333","2333","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2334","26.619","26.619","26.619","2334","2334","2334","33.064","33.064","33.064","2334","2334","2334","35.799","35.799","35.799","2334","2334","2334","36.176","36.176","36.176","2334","2334","2334","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2335","18.025","18.025","18.025","2335","2335","2335","38.953","38.953","38.953","2335","2335","2335","35.987","35.987","35.987","2335","2335","2335","36.082","36.082","36.082","2335","2335","2335","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2336","30.339","30.339","30.339","2336","2336","2336","18.539","18.539","18.539","2336","2336","2336","35.977","35.977","35.977","2336","2336","2336","35.977","35.977","35.977","2336","2336","2336","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2337","37.35","37.35","37.35","2337","2337","2337","35.306","35.306","35.306","2337","2337","2337","35.432","35.432","35.432","2337","2337","2337","35.118","35.118","35.118","2337","2337","2337","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2338","20.918","20.918","20.918","2338","2338","2338","33.2","33.2","33.2","2338","2338","2338","35.002","35.002","35.002","2338","2338","2338","35.422","35.422","35.422","2338","2338","2338","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2339","36.092","36.092","36.092","2339","2339","2339","35.956","35.956","35.956","2339","2339","2339","36.668","36.668","36.668","2339","2339","2339","36.501","36.501","36.501","2339","2339","2339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2340","34.059","34.059","34.059","2340","2340","2340","37.916","37.916","37.916","2340","2340","2340","35.757","35.757","35.757","2340","2340","2340","35.494","35.494","35.494","2340","2340","2340","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2341","37.759","37.759","37.759","2341","2341","2341","36.627","36.627","36.627","2341","2341","2341","35.987","35.987","35.987","2341","2341","2341","36.281","36.281","36.281","2341","2341","2341","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2342","18.319","18.319","18.319","2342","2342","2342","35.673","35.673","35.673","2342","2342","2342","36.385","36.385","36.385","2342","2342","2342","33.735","33.735","33.735","2342","2342","2342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2343","35.788","35.788","35.788","2343","2343","2343","36.292","36.292","36.292","2343","2343","2343","35.725","35.725","35.725","2343","2343","2343","38.042","38.042","38.042","2343","2343","2343","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2344","18.413","18.413","18.413","2344","2344","2344","34.254","34.254","34.254","2344","2344","2344","30.81","30.81","30.81","2344","2344","2344","36.249","36.249","36.249","2344","2344","2344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2345","36.638","36.638","36.638","2345","2345","2345","37.109","37.109","37.109","2345","2345","2345","29.249","29.249","29.249","2345","2345","2345","35.306","35.306","35.306","2345","2345","2345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2346","17.994","17.994","17.994","2346","2346","2346","19.513","19.513","19.513","2346","2346","2346","25.591","25.591","25.591","2346","2346","2346","35.568","35.568","35.568","2346","2346","2346","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2347","31.963","31.963","31.963","2347","2347","2347","17.522","17.522","17.522","2347","2347","2347","25.926","25.926","25.926","2347","2347","2347","37.402","37.402","37.402","2347","2347","2347","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2348","33.263","33.263","33.263","2348","2348","2348","18.182","18.182","18.182","2348","2348","2348","25.329","25.329","25.329","2348","2348","2348","36.26","36.26","36.26","2348","2348","2348","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2349","36.983","36.983","36.983","2349","2349","2349","33","33","33","2349","2349","2349","75.864","75.864","75.864","2349","2349","2349","35.579","35.579","35.579","2349","2349","2349","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2350","41.269","41.269","41.269","2350","2350","2350","37.601","37.601","37.601","2350","2350","2350","39.079","39.079","39.079","2350","2350","2350","35.82","35.82","35.82","2350","2350","2350","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2351","17.983","17.983","17.983","2351","2351","2351","18.968","18.968","18.968","2351","2351","2351","36.281","36.281","36.281","2351","2351","2351","36.312","36.312","36.312","2351","2351","2351","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2352","33.283","33.283","33.283","2352","2352","2352","18.025","18.025","18.025","2352","2352","2352","35.673","35.673","35.673","2352","2352","2352","35.83","35.83","35.83","2352","2352","2352","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2353","39.047","39.047","39.047","2353","2353","2353","36.375","36.375","36.375","2353","2353","2353","36.134","36.134","36.134","2353","2353","2353","36.532","36.532","36.532","2353","2353","2353","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2354","33.881","33.881","33.881","2354","2354","2354","35.641","35.641","35.641","2354","2354","2354","36.752","36.752","36.752","2354","2354","2354","34.949","34.949","34.949","2354","2354","2354","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2355","35.956","35.956","35.956","2355","2355","2355","17.931","17.931","17.931","2355","2355","2355","35.568","35.568","35.568","2355","2355","2355","36.815","36.815","36.815","2355","2355","2355","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2356","20.174","20.174","20.174","2356","2356","2356","35.798","35.798","35.798","2356","2356","2356","35.83","35.83","35.83","2356","2356","2356","35.202","35.202","35.202","2356","2356","2356","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2357","33.671","33.671","33.671","2357","2357","2357","36.606","36.606","36.606","2357","2357","2357","36.742","36.742","36.742","2357","2357","2357","37.423","37.423","37.423","2357","2357","2357","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2358","38.251","38.251","38.251","2358","2358","2358","31.45","31.45","31.45","2358","2358","2358","34.175","34.175","34.175","2358","2358","2358","34.887","34.887","34.887","2358","2358","2358","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2359","35.621","35.621","35.621","2359","2359","2359","39.771","39.771","39.771","2359","2359","2359","19.429","19.429","19.429","2359","2359","2359","36.323","36.323","36.323","2359","2359","2359","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2360","36.103","36.103","36.103","2360","2360","2360","36.459","36.459","36.459","2360","2360","2360","17.826","17.826","17.826","2360","2360","2360","36.061","36.061","36.061","2360","2360","2360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2361","33.881","33.881","33.881","2361","2361","2361","18.067","18.067","18.067","2361","2361","2361","17.962","17.962","17.962","2361","2361","2361","36.124","36.124","36.124","2361","2361","2361","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2362","18.172","18.172","18.172","2362","2362","2362","18.078","18.078","18.078","2362","2362","2362","35.202","35.202","35.202","2362","2362","2362","35.977","35.977","35.977","2362","2362","2362","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2363","34.373","34.373","34.373","2363","2363","2363","34.237","34.237","34.237","2363","2363","2363","17.847","17.847","17.847","2363","2363","2363","35.484","35.484","35.484","2363","2363","2363","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2364","37.108","37.108","37.108","2364","2364","2364","32.78","32.78","32.78","2364","2364","2364","18.036","18.036","18.036","2364","2364","2364","36.229","36.229","36.229","2364","2364","2364","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2365","35.557","35.557","35.557","2365","2365","2365","40.2","40.2","40.2","2365","2365","2365","17.522","17.522","17.522","2365","2365","2365","35.526","35.526","35.526","2365","2365","2365","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2366","18.13","18.13","18.13","2366","2366","2366","17.973","17.973","17.973","2366","2366","2366","17.973","17.973","17.973","2366","2366","2366","35.987","35.987","35.987","2366","2366","2366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2367","34.541","34.541","34.541","2367","2367","2367","36.103","36.103","36.103","2367","2367","2367","18.015","18.015","18.015","2367","2367","2367","36.271","36.271","36.271","2367","2367","2367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2368","25.853","25.853","25.853","2368","2368","2368","35.757","35.757","35.757","2368","2368","2368","18.151","18.151","18.151","2368","2368","2368","36.396","36.396","36.396","2368","2368","2368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2369","25.423","25.423","25.423","2369","2369","2369","36.302","36.302","36.302","2369","2369","2369","17.795","17.795","17.795","2369","2369","2369","35.893","35.893","35.893","2369","2369","2369","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2370","34.101","34.101","34.101","2370","2370","2370","18.004","18.004","18.004","2370","2370","2370","17.973","17.973","17.973","2370","2370","2370","35.925","35.925","35.925","2370","2370","2370","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2371","29.364","29.364","29.364","2371","2371","2371","18.004","18.004","18.004","2371","2371","2371","17.878","17.878","17.878","2371","2371","2371","35.096","35.096","35.096","2371","2371","2371","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2372","33.964","33.964","33.964","2372","2372","2372","32.581","32.581","32.581","2372","2372","2372","17.795","17.795","17.795","2372","2372","2372","36.25","36.25","36.25","2372","2372","2372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2373","37.035","37.035","37.035","2373","2373","2373","38.094","38.094","38.094","2373","2373","2373","17.7","17.7","17.7","2373","2373","2373","35.348","35.348","35.348","2373","2373","2373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2374","40.106","40.106","40.106","2374","2374","2374","36.533","36.533","36.533","2374","2374","2374","18.036","18.036","18.036","2374","2374","2374","35.799","35.799","35.799","2374","2374","2374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2375","57.146","57.146","57.146","2375","2375","2375","36.344","36.344","36.344","2375","2375","2375","17.994","17.994","17.994","2375","2375","2375","35.348","35.348","35.348","2375","2375","2375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2376","35.861","35.861","35.861","2376","2376","2376","33.838","33.838","33.838","2376","2376","2376","18.35","18.35","18.35","2376","2376","2376","36.815","36.815","36.815","2376","2376","2376","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2377","35.348","35.348","35.348","2377","2377","2377","20.708","20.708","20.708","2377","2377","2377","18.245","18.245","18.245","2377","2377","2377","35.914","35.914","35.914","2377","2377","2377","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2378","33.367","33.367","33.367","2378","2378","2378","18.015","18.015","18.015","2378","2378","2378","31.816","31.816","31.816","2378","2378","2378","30.989","30.989","30.989","2378","2378","2378","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2379","36.753","36.753","36.753","2379","2379","2379","31.009","31.009","31.009","2379","2379","2379","19.754","19.754","19.754","2379","2379","2379","25.79","25.79","25.79","2379","2379","2379","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2380","37.559","37.559","37.559","2380","2380","2380","41.741","41.741","41.741","2380","2380","2380","18.371","18.371","18.371","2380","2380","2380","26.031","26.031","26.031","2380","2380","2380","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2381","36.574","36.574","36.574","2381","2381","2381","35.693","35.693","35.693","2381","2381","2381","35.138","35.138","35.138","2381","2381","2381","25.486","25.486","25.486","2381","2381","2381","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2382","37.35","37.35","37.35","2382","2382","2382","36.092","36.092","36.092","2382","2382","2382","36.899","36.899","36.899","2382","2382","2382","25.675","25.675","25.675","2382","2382","2382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2383","35.956","35.956","35.956","2383","2383","2383","35.463","35.463","35.463","2383","2383","2383","34.184","34.184","34.184","2383","2383","2383","25.392","25.392","25.392","2383","2383","2383","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2384","32.749","32.749","32.749","2384","2384","2384","36.648","36.648","36.648","2384","2384","2384","33.871","33.871","33.871","2384","2384","2384","25.098","25.098","25.098","2384","2384","2384","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2385","38.094","38.094","38.094","2385","2385","2385","18.371","18.371","18.371","2385","2385","2385","37.444","37.444","37.444","2385","2385","2385","26.011","26.011","26.011","2385","2385","2385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2386","37.256","37.256","37.256","2386","2386","2386","34.132","34.132","34.132","2386","2386","2386","35.306","35.306","35.306","2386","2386","2386","25.685","25.685","25.685","2386","2386","2386","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2387","31.188","31.188","31.188","2387","2387","2387","19.849","19.849","19.849","2387","2387","2387","36.532","36.532","36.532","2387","2387","2387","25.717","25.717","25.717","2387","2387","2387","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2388","30.371","30.371","30.371","2388","2388","2388","35.704","35.704","35.704","2388","2388","2388","33.902","33.902","33.902","2388","2388","2388","23.264","23.264","23.264","2388","2388","2388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2389","36.721","36.721","36.721","2389","2389","2389","31.995","31.995","31.995","2389","2389","2389","37.067","37.067","37.067","2389","2389","2389","27.813","27.813","27.813","2389","2389","2389","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2390","43.973","43.973","43.973","2390","2390","2390","40.137","40.137","40.137","2390","2390","2390","35.411","35.411","35.411","2390","2390","2390","26.01","26.01","26.01","2390","2390","2390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2391","35.599","35.599","35.599","2391","2391","2391","35.233","35.233","35.233","2391","2391","2391","37.643","37.643","37.643","2391","2391","2391","25.507","25.507","25.507","2391","2391","2391","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2392","36.49","36.49","36.49","2392","2392","2392","19.356","19.356","19.356","2392","2392","2392","34.866","34.866","34.866","2392","2392","2392","25.476","25.476","25.476","2392","2392","2392","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2393","17.983","17.983","17.983","2393","2393","2393","17.983","17.983","17.983","2393","2393","2393","38.136","38.136","38.136","2393","2393","2393","25.539","25.539","25.539","2393","2393","2393","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2394","17.648","17.648","17.648","2394","2394","2394","35.055","35.055","35.055","2394","2394","2394","36.752","36.752","36.752","2394","2394","2394","25.256","25.256","25.256","2394","2394","2394","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2395","35.663","35.663","35.663","2395","2395","2395","18.476","18.476","18.476","2395","2395","2395","35.883","35.883","35.883","2395","2395","2395","25.717","25.717","25.717","2395","2395","2395","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2396","35.798","35.798","35.798","2396","2396","2396","30.119","30.119","30.119","2396","2396","2396","35.704","35.704","35.704","2396","2396","2396","25.109","25.109","25.109","2396","2396","2396","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2397","33.975","33.975","33.975","2397","2397","2397","20.132","20.132","20.132","2397","2397","2397","35.683","35.683","35.683","2397","2397","2397","25.643","25.643","25.643","2397","2397","2397","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2398","18.371","18.371","18.371","2398","2398","2398","31.523","31.523","31.523","2398","2398","2398","36.868","36.868","36.868","2398","2398","2398","25.864","25.864","25.864","2398","2398","2398","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
