"external/ns3_step","ppo_morabito_ns3_20ue_20260508_160337 - external/disconnected_ues","ppo_morabito_ns3_20ue_20260508_160337 - external/disconnected_ues__MIN","ppo_morabito_ns3_20ue_20260508_160337 - external/disconnected_ues__MAX","ppo_morabito_ns3_20ue_20260508_160337 - _step","ppo_morabito_ns3_20ue_20260508_160337 - _step__MIN","ppo_morabito_ns3_20ue_20260508_160337 - _step__MAX","a2c_morabito_ns3_20ue_20260508_160335 - external/disconnected_ues","a2c_morabito_ns3_20ue_20260508_160335 - external/disconnected_ues__MIN","a2c_morabito_ns3_20ue_20260508_160335 - external/disconnected_ues__MAX","a2c_morabito_ns3_20ue_20260508_160335 - _step","a2c_morabito_ns3_20ue_20260508_160335 - _step__MIN","a2c_morabito_ns3_20ue_20260508_160335 - _step__MAX","dqn_morabito_ns3_20ue_20260508_160334 - external/disconnected_ues","dqn_morabito_ns3_20ue_20260508_160334 - external/disconnected_ues__MIN","dqn_morabito_ns3_20ue_20260508_160334 - external/disconnected_ues__MAX","dqn_morabito_ns3_20ue_20260508_160334 - _step","dqn_morabito_ns3_20ue_20260508_160334 - _step__MIN","dqn_morabito_ns3_20ue_20260508_160334 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/disconnected_ues","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/disconnected_ues__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - external/disconnected_ues__MAX","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260508_160331 - _step__MAX","2026-05-08_13-32 - external/disconnected_ues","2026-05-08_13-32 - external/disconnected_ues__MIN","2026-05-08_13-32 - external/disconnected_ues__MAX","2026-05-08_13-32 - _step","2026-05-08_13-32 - _step__MIN","2026-05-08_13-32 - _step__MAX","a2c_morabito_ns3_20ue_20260507_232704 - external/disconnected_ues","a2c_morabito_ns3_20ue_20260507_232704 - external/disconnected_ues__MIN","a2c_morabito_ns3_20ue_20260507_232704 - external/disconnected_ues__MAX","a2c_morabito_ns3_20ue_20260507_232704 - _step","a2c_morabito_ns3_20ue_20260507_232704 - _step__MIN","a2c_morabito_ns3_20ue_20260507_232704 - _step__MAX","ppo_morabito_ns3_20ue_20260507_232608 - external/disconnected_ues","ppo_morabito_ns3_20ue_20260507_232608 - external/disconnected_ues__MIN","ppo_morabito_ns3_20ue_20260507_232608 - external/disconnected_ues__MAX","ppo_morabito_ns3_20ue_20260507_232608 - _step","ppo_morabito_ns3_20ue_20260507_232608 - _step__MIN","ppo_morabito_ns3_20ue_20260507_232608 - _step__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/disconnected_ues","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/disconnected_ues__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - external/disconnected_ues__MAX","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MIN","dueling_dqn_morabito_ns3_20ue_20260507_232606 - _step__MAX","dqn_morabito_ns3_20ue_20260507_232604 - external/disconnected_ues","dqn_morabito_ns3_20ue_20260507_232604 - external/disconnected_ues__MIN","dqn_morabito_ns3_20ue_20260507_232604 - external/disconnected_ues__MAX","dqn_morabito_ns3_20ue_20260507_232604 - _step","dqn_morabito_ns3_20ue_20260507_232604 - _step__MIN","dqn_morabito_ns3_20ue_20260507_232604 - _step__MAX"
"1827","3","3","3","1827","1827","1827","3","3","3","1827","1827","1827","3","3","3","1827","1827","1827","3","3","3","1827","1827","1827","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1828","3","3","3","1828","1828","1828","3","3","3","1828","1828","1828","3","3","3","1828","1828","1828","3","3","3","1828","1828","1828","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1829","3","3","3","1829","1829","1829","3","3","3","1829","1829","1829","3","3","3","1829","1829","1829","3","3","3","1829","1829","1829","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1830","3","3","3","1830","1830","1830","3","3","3","1830","1830","1830","3","3","3","1830","1830","1830","3","3","3","1830","1830","1830","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1831","3","3","3","1831","1831","1831","3","3","3","1831","1831","1831","3","3","3","1831","1831","1831","3","3","3","1831","1831","1831","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1832","3","3","3","1832","1832","1832","3","3","3","1832","1832","1832","3","3","3","1832","1832","1832","3","3","3","1832","1832","1832","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1833","3","3","3","1833","1833","1833","3","3","3","1833","1833","1833","3","3","3","1833","1833","1833","3","3","3","1833","1833","1833","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1834","3","3","3","1834","1834","1834","3","3","3","1834","1834","1834","3","3","3","1834","1834","1834","3","3","3","1834","1834","1834","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1835","3","3","3","1835","1835","1835","3","3","3","1835","1835","1835","3","3","3","1835","1835","1835","3","3","3","1835","1835","1835","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1836","3","3","3","1836","1836","1836","3","3","3","1836","1836","1836","3","3","3","1836","1836","1836","3","3","3","1836","1836","1836","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1837","3","3","3","1837","1837","1837","3","3","3","1837","1837","1837","3","3","3","1837","1837","1837","3","3","3","1837","1837","1837","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1838","3","3","3","1838","1838","1838","3","3","3","1838","1838","1838","3","3","3","1838","1838","1838","3","3","3","1838","1838","1838","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1839","3","3","3","1839","1839","1839","3","3","3","1839","1839","1839","3","3","3","1839","1839","1839","3","3","3","1839","1839","1839","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1840","3","3","3","1840","1840","1840","3","3","3","1840","1840","1840","3","3","3","1840","1840","1840","3","3","3","1840","1840","1840","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1841","3","3","3","1841","1841","1841","3","3","3","1841","1841","1841","3","3","3","1841","1841","1841","3","3","3","1841","1841","1841","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1842","3","3","3","1842","1842","1842","3","3","3","1842","1842","1842","3","3","3","1842","1842","1842","3","3","3","1842","1842","1842","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1843","3","3","3","1843","1843","1843","3","3","3","1843","1843","1843","3","3","3","1843","1843","1843","3","3","3","1843","1843","1843","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1844","3","3","3","1844","1844","1844","3","3","3","1844","1844","1844","3","3","3","1844","1844","1844","3","3","3","1844","1844","1844","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1845","3","3","3","1845","1845","1845","3","3","3","1845","1845","1845","3","3","3","1845","1845","1845","3","3","3","1845","1845","1845","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1846","3","3","3","1846","1846","1846","3","3","3","1846","1846","1846","3","3","3","1846","1846","1846","3","3","3","1846","1846","1846","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1847","3","3","3","1847","1847","1847","3","3","3","1847","1847","1847","3","3","3","1847","1847","1847","3","3","3","1847","1847","1847","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1848","3","3","3","1848","1848","1848","3","3","3","1848","1848","1848","3","3","3","1848","1848","1848","3","3","3","1848","1848","1848","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1849","3","3","3","1849","1849","1849","3","3","3","1849","1849","1849","3","3","3","1849","1849","1849","3","3","3","1849","1849","1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1850","3","3","3","1850","1850","1850","3","3","3","1850","1850","1850","3","3","3","1850","1850","1850","3","3","3","1850","1850","1850","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1851","3","3","3","1851","1851","1851","3","3","3","1851","1851","1851","3","3","3","1851","1851","1851","3","3","3","1851","1851","1851","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1852","3","3","3","1852","1852","1852","3","3","3","1852","1852","1852","3","3","3","1852","1852","1852","3","3","3","1852","1852","1852","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1853","3","3","3","1853","1853","1853","3","3","3","1853","1853","1853","3","3","3","1853","1853","1853","3","3","3","1853","1853","1853","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1854","3","3","3","1854","1854","1854","3","3","3","1854","1854","1854","3","3","3","1854","1854","1854","3","3","3","1854","1854","1854","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1855","3","3","3","1855","1855","1855","3","3","3","1855","1855","1855","3","3","3","1855","1855","1855","3","3","3","1855","1855","1855","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1856","3","3","3","1856","1856","1856","3","3","3","1856","1856","1856","3","3","3","1856","1856","1856","3","3","3","1856","1856","1856","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1857","3","3","3","1857","1857","1857","3","3","3","1857","1857","1857","3","3","3","1857","1857","1857","3","3","3","1857","1857","1857","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1858","3","3","3","1858","1858","1858","3","3","3","1858","1858","1858","3","3","3","1858","1858","1858","3","3","3","1858","1858","1858","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1859","3","3","3","1859","1859","1859","3","3","3","1859","1859","1859","3","3","3","1859","1859","1859","3","3","3","1859","1859","1859","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1860","3","3","3","1860","1860","1860","3","3","3","1860","1860","1860","3","3","3","1860","1860","1860","3","3","3","1860","1860","1860","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1861","3","3","3","1861","1861","1861","3","3","3","1861","1861","1861","3","3","3","1861","1861","1861","3","3","3","1861","1861","1861","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1862","3","3","3","1862","1862","1862","3","3","3","1862","1862","1862","3","3","3","1862","1862","1862","3","3","3","1862","1862","1862","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1863","3","3","3","1863","1863","1863","3","3","3","1863","1863","1863","3","3","3","1863","1863","1863","3","3","3","1863","1863","1863","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1864","3","3","3","1864","1864","1864","3","3","3","1864","1864","1864","3","3","3","1864","1864","1864","3","3","3","1864","1864","1864","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1865","3","3","3","1865","1865","1865","3","3","3","1865","1865","1865","3","3","3","1865","1865","1865","3","3","3","1865","1865","1865","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1866","3","3","3","1866","1866","1866","3","3","3","1866","1866","1866","3","3","3","1866","1866","1866","3","3","3","1866","1866","1866","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1867","3","3","3","1867","1867","1867","3","3","3","1867","1867","1867","3","3","3","1867","1867","1867","3","3","3","1867","1867","1867","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1868","3","3","3","1868","1868","1868","3","3","3","1868","1868","1868","3","3","3","1868","1868","1868","3","3","3","1868","1868","1868","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1869","3","3","3","1869","1869","1869","3","3","3","1869","1869","1869","3","3","3","1869","1869","1869","3","3","3","1869","1869","1869","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1870","3","3","3","1870","1870","1870","3","3","3","1870","1870","1870","3","3","3","1870","1870","1870","3","3","3","1870","1870","1870","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1871","3","3","3","1871","1871","1871","3","3","3","1871","1871","1871","3","3","3","1871","1871","1871","3","3","3","1871","1871","1871","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1872","3","3","3","1872","1872","1872","3","3","3","1872","1872","1872","3","3","3","1872","1872","1872","3","3","3","1872","1872","1872","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1873","3","3","3","1873","1873","1873","3","3","3","1873","1873","1873","3","3","3","1873","1873","1873","3","3","3","1873","1873","1873","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1874","3","3","3","1874","1874","1874","3","3","3","1874","1874","1874","3","3","3","1874","1874","1874","3","3","3","1874","1874","1874","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1875","3","3","3","1875","1875","1875","3","3","3","1875","1875","1875","3","3","3","1875","1875","1875","3","3","3","1875","1875","1875","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1876","3","3","3","1876","1876","1876","3","3","3","1876","1876","1876","3","3","3","1876","1876","1876","3","3","3","1876","1876","1876","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1877","3","3","3","1877","1877","1877","3","3","3","1877","1877","1877","3","3","3","1877","1877","1877","3","3","3","1877","1877","1877","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1878","3","3","3","1878","1878","1878","3","3","3","1878","1878","1878","3","3","3","1878","1878","1878","3","3","3","1878","1878","1878","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1879","3","3","3","1879","1879","1879","3","3","3","1879","1879","1879","3","3","3","1879","1879","1879","3","3","3","1879","1879","1879","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1880","3","3","3","1880","1880","1880","3","3","3","1880","1880","1880","3","3","3","1880","1880","1880","3","3","3","1880","1880","1880","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1881","3","3","3","1881","1881","1881","3","3","3","1881","1881","1881","3","3","3","1881","1881","1881","3","3","3","1881","1881","1881","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1882","3","3","3","1882","1882","1882","3","3","3","1882","1882","1882","3","3","3","1882","1882","1882","3","3","3","1882","1882","1882","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1883","3","3","3","1883","1883","1883","3","3","3","1883","1883","1883","3","3","3","1883","1883","1883","3","3","3","1883","1883","1883","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1884","3","3","3","1884","1884","1884","3","3","3","1884","1884","1884","3","3","3","1884","1884","1884","3","3","3","1884","1884","1884","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1885","3","3","3","1885","1885","1885","3","3","3","1885","1885","1885","3","3","3","1885","1885","1885","3","3","3","1885","1885","1885","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1886","3","3","3","1886","1886","1886","3","3","3","1886","1886","1886","3","3","3","1886","1886","1886","3","3","3","1886","1886","1886","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1887","3","3","3","1887","1887","1887","3","3","3","1887","1887","1887","3","3","3","1887","1887","1887","3","3","3","1887","1887","1887","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1888","3","3","3","1888","1888","1888","3","3","3","1888","1888","1888","3","3","3","1888","1888","1888","3","3","3","1888","1888","1888","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1889","3","3","3","1889","1889","1889","3","3","3","1889","1889","1889","3","3","3","1889","1889","1889","3","3","3","1889","1889","1889","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1890","3","3","3","1890","1890","1890","3","3","3","1890","1890","1890","3","3","3","1890","1890","1890","3","3","3","1890","1890","1890","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1891","3","3","3","1891","1891","1891","3","3","3","1891","1891","1891","3","3","3","1891","1891","1891","3","3","3","1891","1891","1891","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1892","3","3","3","1892","1892","1892","3","3","3","1892","1892","1892","3","3","3","1892","1892","1892","3","3","3","1892","1892","1892","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1893","3","3","3","1893","1893","1893","3","3","3","1893","1893","1893","3","3","3","1893","1893","1893","3","3","3","1893","1893","1893","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1894","3","3","3","1894","1894","1894","3","3","3","1894","1894","1894","3","3","3","1894","1894","1894","3","3","3","1894","1894","1894","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1895","3","3","3","1895","1895","1895","3","3","3","1895","1895","1895","3","3","3","1895","1895","1895","3","3","3","1895","1895","1895","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1896","3","3","3","1896","1896","1896","3","3","3","1896","1896","1896","3","3","3","1896","1896","1896","3","3","3","1896","1896","1896","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1897","3","3","3","1897","1897","1897","3","3","3","1897","1897","1897","3","3","3","1897","1897","1897","3","3","3","1897","1897","1897","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1898","3","3","3","1898","1898","1898","3","3","3","1898","1898","1898","3","3","3","1898","1898","1898","3","3","3","1898","1898","1898","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1899","3","3","3","1899","1899","1899","3","3","3","1899","1899","1899","3","3","3","1899","1899","1899","3","3","3","1899","1899","1899","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1900","3","3","3","1900","1900","1900","3","3","3","1900","1900","1900","3","3","3","1900","1900","1900","3","3","3","1900","1900","1900","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1901","3","3","3","1901","1901","1901","3","3","3","1901","1901","1901","3","3","3","1901","1901","1901","3","3","3","1901","1901","1901","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1902","3","3","3","1902","1902","1902","3","3","3","1902","1902","1902","3","3","3","1902","1902","1902","3","3","3","1902","1902","1902","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1903","3","3","3","1903","1903","1903","3","3","3","1903","1903","1903","3","3","3","1903","1903","1903","3","3","3","1903","1903","1903","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1904","3","3","3","1904","1904","1904","3","3","3","1904","1904","1904","3","3","3","1904","1904","1904","3","3","3","1904","1904","1904","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1905","3","3","3","1905","1905","1905","3","3","3","1905","1905","1905","3","3","3","1905","1905","1905","3","3","3","1905","1905","1905","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1906","3","3","3","1906","1906","1906","3","3","3","1906","1906","1906","3","3","3","1906","1906","1906","3","3","3","1906","1906","1906","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1907","3","3","3","1907","1907","1907","3","3","3","1907","1907","1907","3","3","3","1907","1907","1907","3","3","3","1907","1907","1907","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1908","3","3","3","1908","1908","1908","3","3","3","1908","1908","1908","3","3","3","1908","1908","1908","3","3","3","1908","1908","1908","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1909","3","3","3","1909","1909","1909","3","3","3","1909","1909","1909","3","3","3","1909","1909","1909","3","3","3","1909","1909","1909","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1910","3","3","3","1910","1910","1910","3","3","3","1910","1910","1910","3","3","3","1910","1910","1910","3","3","3","1910","1910","1910","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1911","3","3","3","1911","1911","1911","3","3","3","1911","1911","1911","3","3","3","1911","1911","1911","3","3","3","1911","1911","1911","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1912","3","3","3","1912","1912","1912","3","3","3","1912","1912","1912","3","3","3","1912","1912","1912","3","3","3","1912","1912","1912","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1913","3","3","3","1913","1913","1913","3","3","3","1913","1913","1913","3","3","3","1913","1913","1913","3","3","3","1913","1913","1913","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1914","3","3","3","1914","1914","1914","3","3","3","1914","1914","1914","3","3","3","1914","1914","1914","3","3","3","1914","1914","1914","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1915","3","3","3","1915","1915","1915","3","3","3","1915","1915","1915","3","3","3","1915","1915","1915","3","3","3","1915","1915","1915","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1916","3","3","3","1916","1916","1916","3","3","3","1916","1916","1916","3","3","3","1916","1916","1916","3","3","3","1916","1916","1916","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1917","3","3","3","1917","1917","1917","3","3","3","1917","1917","1917","3","3","3","1917","1917","1917","3","3","3","1917","1917","1917","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1918","3","3","3","1918","1918","1918","3","3","3","1918","1918","1918","3","3","3","1918","1918","1918","3","3","3","1918","1918","1918","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1919","3","3","3","1919","1919","1919","3","3","3","1919","1919","1919","3","3","3","1919","1919","1919","3","3","3","1919","1919","1919","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1920","3","3","3","1920","1920","1920","3","3","3","1920","1920","1920","3","3","3","1920","1920","1920","3","3","3","1920","1920","1920","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1921","3","3","3","1921","1921","1921","3","3","3","1921","1921","1921","3","3","3","1921","1921","1921","3","3","3","1921","1921","1921","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1922","3","3","3","1922","1922","1922","3","3","3","1922","1922","1922","3","3","3","1922","1922","1922","3","3","3","1922","1922","1922","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1923","3","3","3","1923","1923","1923","3","3","3","1923","1923","1923","3","3","3","1923","1923","1923","3","3","3","1923","1923","1923","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1924","3","3","3","1924","1924","1924","3","3","3","1924","1924","1924","3","3","3","1924","1924","1924","3","3","3","1924","1924","1924","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1925","3","3","3","1925","1925","1925","3","3","3","1925","1925","1925","3","3","3","1925","1925","1925","3","3","3","1925","1925","1925","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1926","3","3","3","1926","1926","1926","3","3","3","1926","1926","1926","3","3","3","1926","1926","1926","3","3","3","1926","1926","1926","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1927","3","3","3","1927","1927","1927","3","3","3","1927","1927","1927","3","3","3","1927","1927","1927","3","3","3","1927","1927","1927","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1928","3","3","3","1928","1928","1928","3","3","3","1928","1928","1928","3","3","3","1928","1928","1928","3","3","3","1928","1928","1928","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1929","3","3","3","1929","1929","1929","3","3","3","1929","1929","1929","3","3","3","1929","1929","1929","3","3","3","1929","1929","1929","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1930","3","3","3","1930","1930","1930","3","3","3","1930","1930","1930","3","3","3","1930","1930","1930","3","3","3","1930","1930","1930","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1931","3","3","3","1931","1931","1931","3","3","3","1931","1931","1931","3","3","3","1931","1931","1931","3","3","3","1931","1931","1931","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1932","3","3","3","1932","1932","1932","3","3","3","1932","1932","1932","3","3","3","1932","1932","1932","3","3","3","1932","1932","1932","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1933","3","3","3","1933","1933","1933","3","3","3","1933","1933","1933","3","3","3","1933","1933","1933","3","3","3","1933","1933","1933","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1934","3","3","3","1934","1934","1934","3","3","3","1934","1934","1934","3","3","3","1934","1934","1934","3","3","3","1934","1934","1934","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1935","3","3","3","1935","1935","1935","3","3","3","1935","1935","1935","3","3","3","1935","1935","1935","3","3","3","1935","1935","1935","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1936","3","3","3","1936","1936","1936","3","3","3","1936","1936","1936","3","3","3","1936","1936","1936","3","3","3","1936","1936","1936","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1937","3","3","3","1937","1937","1937","3","3","3","1937","1937","1937","3","3","3","1937","1937","1937","3","3","3","1937","1937","1937","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1938","3","3","3","1938","1938","1938","3","3","3","1938","1938","1938","3","3","3","1938","1938","1938","3","3","3","1938","1938","1938","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1939","3","3","3","1939","1939","1939","3","3","3","1939","1939","1939","3","3","3","1939","1939","1939","3","3","3","1939","1939","1939","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1940","3","3","3","1940","1940","1940","3","3","3","1940","1940","1940","3","3","3","1940","1940","1940","3","3","3","1940","1940","1940","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1941","3","3","3","1941","1941","1941","3","3","3","1941","1941","1941","3","3","3","1941","1941","1941","3","3","3","1941","1941","1941","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1942","3","3","3","1942","1942","1942","3","3","3","1942","1942","1942","3","3","3","1942","1942","1942","3","3","3","1942","1942","1942","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1943","3","3","3","1943","1943","1943","3","3","3","1943","1943","1943","3","3","3","1943","1943","1943","3","3","3","1943","1943","1943","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1944","3","3","3","1944","1944","1944","3","3","3","1944","1944","1944","3","3","3","1944","1944","1944","3","3","3","1944","1944","1944","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1945","3","3","3","1945","1945","1945","3","3","3","1945","1945","1945","3","3","3","1945","1945","1945","3","3","3","1945","1945","1945","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1946","3","3","3","1946","1946","1946","3","3","3","1946","1946","1946","3","3","3","1946","1946","1946","3","3","3","1946","1946","1946","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1947","3","3","3","1947","1947","1947","3","3","3","1947","1947","1947","3","3","3","1947","1947","1947","3","3","3","1947","1947","1947","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1948","3","3","3","1948","1948","1948","3","3","3","1948","1948","1948","3","3","3","1948","1948","1948","3","3","3","1948","1948","1948","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1949","3","3","3","1949","1949","1949","3","3","3","1949","1949","1949","3","3","3","1949","1949","1949","3","3","3","1949","1949","1949","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1950","3","3","3","1950","1950","1950","3","3","3","1950","1950","1950","3","3","3","1950","1950","1950","3","3","3","1950","1950","1950","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1951","3","3","3","1951","1951","1951","3","3","3","1951","1951","1951","3","3","3","1951","1951","1951","3","3","3","1951","1951","1951","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1952","3","3","3","1952","1952","1952","3","3","3","1952","1952","1952","3","3","3","1952","1952","1952","3","3","3","1952","1952","1952","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1953","3","3","3","1953","1953","1953","3","3","3","1953","1953","1953","3","3","3","1953","1953","1953","3","3","3","1953","1953","1953","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1954","3","3","3","1954","1954","1954","3","3","3","1954","1954","1954","3","3","3","1954","1954","1954","3","3","3","1954","1954","1954","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
